"Theta [deg]","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='0deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='5deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='10deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='15deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='20deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='25deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='30deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='35deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='40deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='45deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='50deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='55deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='60deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='65deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='70deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='75deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='80deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='85deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='90deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='95deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='100deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='105deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='110deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='115deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='120deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='125deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='130deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='135deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='140deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='145deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='150deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='155deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='160deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='165deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='170deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='175deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='180deg'"
-4,10.6853199460515,10.6854797256921,10.6857384106439,10.6860958902793,10.6865513501991,10.6871032173149,10.6877491102416,10.6884857975212,10.6893091661281,10.6902142025347,10.691194988338,10.6922447120801,10.6933556984418,10.6945194554713,10.6957267399475,10.6969676403888,10.6982316766326,10.6995079143506,10.7007850923508,10.7020517600751,10.703296422346,10.7045076881643,10.7056744202194,10.7067858817488,10.7078318774771,10.7088028855651,10.7096901777989,10.7104859256338,10.7111832901535,10.7117764944988,10.7122608778353,10.7126329304435,10.7128903100161,10.7130318397056,10.7130574888798,10.712968337895,10.7127665284794
-3,10.7569496972101,10.7570892376258,10.7573028142651,10.7575898327812,10.7579491633435,10.7583791158283,10.7588774192203,10.7594412065152,10.7600670063547,10.7607507425153,10.761487742211,10.7622727539659,10.7630999755652,10.7639630923164,10.764855325557,10.7657694910355,10.7666980664888,10.7676332674466,10.7685671300282,10.7694915992665,10.7703986213065,10.7712802376965,10.772128679905,10.7729364621868,10.773696470953,10.7744020489036,10.7750470723243,10.7756260201425,10.7761340335675,10.7765669653923,10.7769214183078,10.7771947718561,10.7773851979246,10.7774916649444,10.7775139311969,10.777452527849,10.7773087325208
-2,10.8087894759985,10.8088944304684,10.8090487987984,10.8092518588157,10.8095025265783,10.8097993501929,10.8101405065022,10.8105238011342,10.8109466723767,10.811406199275,10.8118991142819,10.8124218206891,10.8129704149672,10.8135407140184,10.8141282872235,10.8147284930346,10.81533651974,10.8159474299055,10.8165562078897,10.8171578097324,10.8177472146423,10.8183194772492,10.818869779757,10.8193934831203,10.8198861763838,10.8203437233583,10.8207623058684,10.8211384628823,10.8214691249305,10.8217516433244,10.8219838138055,10.8221638943735,10.8222906171672,10.822363194393,10.8223813184085,10.8223451561789,10.8222553384175
-1,10.8411124974992,10.841170387272,10.8412530854399,10.841360074559,10.8414906541052,10.8416439422985,10.8418188793457,10.8420142321878,10.8422286008204,10.8424604262384,10.8427080000311,10.8429694756286,10.8432428811717,10.8435261339452,10.8438170562837,10.8441133928292,10.8444128289841,10.8447130103814,10.8450115631603,10.8453061148197,10.8455943153993,10.8458738587287,10.846142503473,10.8463980937069,10.8466385787467,10.8468620319859,10.8470666684884,10.8472508611176,10.8474131550032,10.8475522801727,10.8476671622096,10.8477569308306,10.8478209263097,10.847858703711,10.8478700349284,10.8478549085599,10.8478135276809
0,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474,10.854094050474
1,10.8478135276809,10.8477463056037,10.8476538597403,10.847537003706,10.8473967378199,10.8472342381722,10.847050844439,10.846848046632,10.8466274709697,10.8463908650597,10.8461400825722,10.8458770675788,10.8456038387197,10.845322473348,10.8450350917857,10.8447438418086,10.8444508834608,10.8441583742819,10.8438684550111,10.8435832358184,10.8433047830943,10.8430351068184,10.8427761485139,10.8425297697842,10.8422977414236,10.8420817330871,10.8418833035042,10.8417038912219,10.8415448058689,10.8414072199355,10.8412921610762,10.8412005049534,10.8411329686484,10.8410901046854,10.8410722957231,10.8410797499834,10.8411124974992
2,10.8222553384175,10.8221129438075,10.8219194787685,10.8216768532902,10.8213873533908,10.8210536107863,10.8206785703646,10.8202654560555,10.8198177356746,10.8193390852866,10.8188333536029,10.8183045268782,10.8177566947206,10.8171940171704,10.8166206933426,10.8160409318593,10.8154589232353,10.814878814312,10.8143046847701,10.8137405256887,10.8131902200625,10.8126575251342,10.8121460563563,10.8116592727591,10.8112004634741,10.8107727351483,10.8103789999784,10.8100219641026,10.80970411611,10.8094277154589,10.8091947806398,10.8090070769777,10.8088661040304,10.8087730826107,10.8087289415421,10.8087343043278,10.8087894759985
3,10.7773087325208,10.7770845343424,10.7767825915679,10.7764061829026,10.7759591537385,10.775445858516,10.7748711004111,10.7742400695146,10.7735582806036,10.7728315115332,10.7720657431765,10.771267101739,10.7704418041569,10.7695961071629,10.7687362604815,10.7678684644774,10.7669988324552,10.7661333576712,10.7652778849917,10.7644380870048,10.7636194442722,10.7628272292989,10.7620664936955,10.7613420579256,10.7606585029619,10.7600201631277,10.7594311193801,10.7588951922937,10.7584159340412,10.7579966187264,10.7576402305263,10.7573494492174,10.7571266328157,10.756973797232,10.7568925930337,10.7568842796063,10.7569496972101
4,10.7127665284794,10.712455201538,10.7120384243371,10.7115211091073,10.7109089251308,10.7102082063474,10.709425856442,10.7085692532682,10.7076461543238,10.7066646048354,10.7056328498345,10.704559251421,10.703452212216,10.7023201058113,10.7011712148186,10.700013676926,10.698855439165,10.6977042203907,10.6965674817825,10.69545240497,10.6943658772001,10.6933144827728,10.6923044997982,10.6913419011695,10.690432358507,10.6895812477263,10.6887936548105,10.6880743803468,10.6874279414126,10.6868585694856,10.6863702031949,10.6859664749379,10.6856506906495,10.6854258023253,10.6852943732565,10.6852585363176,10.6853199460515
5,10.6283227013441,10.6279202638054,10.627383433495,10.6267190162488,10.6259347630033,10.6250392355591,10.6240416707996,10.6229518459803,10.6217799474546,10.6205364449252,10.6192319730366,10.6178772218361,10.6164828373562,10.6150593332931,10.6136170144884,10.6121659126573,10.6107157345481,10.609275822458,10.6078551267705,10.6064621899197,10.6051051409151,10.6037916992956,10.6025291871107,10.6013245472679,10.6001843663474,10.5991148997768,10.598122097103,10.5972116250053,10.5963888856805,10.5956590283132,10.595026951528,10.5944972950086,10.5940744188664,10.593762369828,10.5935648338895,10.5934850757193,10.5935258657663
6,10.5235687468933,10.5230726532172,10.522411778562,10.5215950804548,10.5206326447807,10.5195355028651,10.5183154490038,10.5169848618534,10.5155565326776,10.5140435030333,10.5124589140695,10.5108158692224,10.5091273117118,10.507405917898,10.5056640072216,10.5039134691425,10.5021657071898,10.500431599945,10.498721478483,10.4970451194892,10.4954117529423,10.4938300829093,10.4923083196212,10.4908542206246,10.4894751384162,10.4881780716171,10.4869697164404,10.4858565149837,10.4848446967762,10.4839403100398,10.4831492393209,10.4824772065101,10.4819297528109,10.481512199911,10.4812295894612,10.4810866009168,10.4810874488363
7,10.3979886949617,10.3973979909761,10.3966104575452,10.3956374626704,10.3944916781821,10.3931868414255,10.391737520633,10.3901588881758,10.3884665052765,10.3866761211709,10.3848034891491,10.3828642013826,10.3808735439725,10.3788463732182,10.3767970137215,10.3747391785962,10.3726859117369,10.3706495518098,10.368641717335,10.3666733119191,10.3647545483483,10.3628949898482,10.3611036063512,10.3593888430879,10.3577586982642,10.3562208060184,10.354782520337,10.3534509951848,10.352233255827,10.3511362562512,10.3501669177516,10.3493321441607,10.3486388098951,10.3480937179191,10.3477035258944,10.3474746401304,10.3474130784312
8,10.250952594626,10.2502681443835,10.2493529332928,10.2482210019727,10.2468878589654,10.2453701803074,10.2436855175007,10.241852018822,10.2398881680517,10.2378125439071,10.2356436027293,10.2333994863076,10.2310978561268,10.2287557548011,10.2263894950105,10.2240145758824,10.2216456264609,10.2192963756554,10.2169796478275,10.2147073829341,10.2124906798353,10.2103398609722,10.2082645560864,10.2062738019907,10.2043761546252,10.2025798087969,10.2008927201765,10.1993227233964,10.197877639556,10.1965653661688,10.195393942651,10.1943715848923,10.1935066832691,10.1928077596617,10.1922833805635,10.1919420251788,10.1917919094193
9,10.0817082341754,10.0809330319275,10.079891021054,10.0785991829378,10.07707611534,10.0753416629822,10.0734165629731,10.0713221106896,10.069079850596,10.0667112954573,10.0642376764768,10.0616797260472,10.0590574940562,10.056390198037,10.0536961069192,10.0509924577258,10.0482954042904,10.0456199969035,10.0429801917162,10.0403888886451,10.0378579963745,10.0353985227382,10.0330206882347,10.0307340596462,10.0285476997133,10.0264703276309,10.0245104838881,10.0226766918118,10.0209776072388,10.0194221471654,10.0180195881148,10.0167796253698,10.0157123851759,10.0148283834874,10.0141384267725,10.0136534527169,10.0133843112983
10,9.88937078588329,9.88851037130216,9.88734473676461,9.88589408120782,9.88418034772155,9.88222677795948,9.8800574898258,9.87769708462718,9.87517028846812,9.87250163141004,9.86971516677683,9.86683423194448,9.86388125099589,9.86087757877652,9.85784338519415,9.85479757811677,9.85175776296771,9.848740237096,9.84576001715867,9.84283089798751,9.83996554158163,9.83717559481563,9.83447183404465,9.83186433394535,9.82936265665548,9.82697605565174,9.82471368700397,9.82258481887799,9.82059902866189,9.81876637606796,9.81709754017117,9.815603908671,9.81429760872651,9.8131914704755,9.81229891672955,9.81163377523777,9.81121001322142
11,9.67290997493523,9.67197297608313,9.67068971806447,9.6690839054376,9.66718108807392,9.66500813173445,9.66259272260099,9.65996291241752,9.65714670922212,9.65417171718137,9.6510648276904,9.64785196260657,9.64455786923345,9.64120596550949,9.63781823287796,9.63441515363827,9.6310156892982,9.62763729660016,9.62429597842596,9.62100636753987,9.61778184187326,9.61463467051009,9.61157618945183,9.60861700545347,9.60576722469484,9.60303670089474,9.60043529493707,9.59797313549052,9.59566086782476,9.59350987637392,9.59153246579984,9.5897419854807,9.58815288350277,9.58678067829251,9.58564183887412,9.58475356824114,9.58413348836064
12,9.43113425744827,9.4301330946281,9.4287417201331,9.42698764611112,9.42490029759326,9.42251039090858,9.41984935923394,9.41694883226755,9.4138401751476,9.4105540901245,9.40712028295351,9.40356719437821,9.39992179539655,9.39620944332742,9.39245379421167,9.38867676602228,9.38489854673815,9.3811376416734,9.37741095550894,9.37373390602937,9.37012056824768,9.36658384894406,9.3631356922093,9.35978731604983,9.35654947837433,9.35343276788029,9.35044791185468,9.34760608920558,9.34491923369692,9.34240030984465,9.34006354257647,9.33792458170347,9.33600058347768,9.33431019387784,9.33287342159104,9.33171139276394,9.33084598434439
13,9.16267134652035,9.16162314202796,9.1601375489273,9.15824620542061,9.15598268836651,9.15338179034974,9.15047885980139,9.1473092113363,9.14390761156409,9.14030784400382,9.13654235505575,9.13264198102757,9.12863575391935,9.12455078119042,9.12041219238963,9.11624314376134,9.11206487115901,9.1078967820776,9.10375657936871,9.09966041193158,9.09562305080351,9.09165809185685,9.08777818800051,9.08399531381816,9.08032106372191,9.07676698112506,9.07334491137027,9.07006736595962,9.06694788084794,9.06400134789119,9.06124429644843,9.05869510178489,9.05637409822145,9.05430357767049,9.05250765799553,9.0510120102952,9.04984343960721
14,8.86594423744465,8.86487199286849,8.86331161604739,8.86129920872528,8.85887278559485,8.85607143978667,8.85293459025597,8.84950131822671,8.84580979815622,8.84189682727411,8.83779745605756,8.83354471963306,8.82916946693282,8.82470028071579,8.82016347783367,8.81558317612422,8.8109814127954,8.80637829965813,8.80179220320079,8.79723994189308,8.79273699839914,8.78829774939612,8.78393571921968,8.77966386464062,8.77549489627464,8.77144163763077,8.76751741638142,8.76373647524351,8.76011438313889,8.7566684221019,8.75341792236376,8.75038451733896,8.74759229163971,8.74506779830024,8.74283992563829,8.74093959929275,8.7393993108515
15,8.53914164041337,8.53807576672761,8.53646707057001,8.53435647611757,8.53178673182059,8.52880145282903,8.52544426723809,8.52175807306778,8.51778441181991,8.51356296363829,8.50913116760638,8.50452396789207,8.49977368208561,8.49490998251807,8.4899599754562,8.48494835805724,8.47989763010006,8.47482833775349,8.46975933034368,8.46470801777486,8.4596906246864,8.45472244579374,8.4498181132429,8.44499188965307,8.44025799904933,8.43563100229676,8.43112621505085,8.42676015635368,8.42255100668737,8.41851904708305,8.41468704666343,8.41108056491399,8.40772813656906,8.40466131048795,8.40191451854422,8.39952475591604,8.39753106021097
16,8.18018141456566,8.17916173427311,8.17754016949873,8.17536284925798,8.17267756146118,8.16953265937363,8.16597609695429,8.16205459941365,8.15781297550949,8.15329357845331,8.14853592137314,8.14357645000906,8.13844846933446,8.13318221257298,8.12780503192945,8.12234168217195,8.11681466304466,8.11124458600892,8.10565053572789,8.10005040650336,8.09446120675178,8.08889933787283,8.08338086455442,8.0779217992075,8.07253842251712,8.06724765521425,8.06206748471141,8.05701743673751,8.05211906930682,8.04739645650564,8.04287662390769,8.03858989600185,8.03457011797738,8.03085471826996,8.02748458325981,8.02450372081584,8.02195869508839
17,7.78666519113194,7.78574358148819,7.78415617387473,7.78195470968684,7.77919233053662,7.77592233428942,7.77219708813349,7.76806710396067,7.76358028367883,7.75878134447339,7.75371143425763,7.74840794393699,7.74290451500293,7.73723122898871,7.73141495137993,7.72547978956506,7.71944761555273,7.71333860217566,7.70717172770847,7.70096521771881,7.69473691205222,7.6885045651538,7.68228610497037,7.67609988563028,7.66996496982361,7.6639014684111,7.65793094954302,7.65207691117918,7.64636529341996,7.64082499375154,7.63548834087495,7.63039148114527,7.62557463430848,7.62108218009378,7.61696254247663,7.61326784319508,7.61005330069093
18,7.3558218542658,7.35506577464241,7.35357458689962,7.35140607826374,7.34861906387926,7.34527197636157,7.34142164345329,7.33712225724041,7.33242454420026,7.32737515106933,7.32201626380477,7.31638547321285,7.31051589000128,7.30443649483753,7.29817268818433,7.2917469845103,7.28517978084566,7.27849012485055,7.27169641497477,7.26481698449446,7.25787054880763,7.25087652561638,7.24385526385859,7.23682823364682,7.2298182326318,7.22284965406548,7.21594884158267,7.20914453073513,7.20246835352396,7.1959553643268,7.18964453606998,7.18357917390738,7.17780719758784,7.17238124979449,7.16735859320362,7.16280076257133,7.15877294045886
19,6.88443689943143,6.88393415783065,6.88262097754764,6.88056165032202,6.87782098461627,6.87446271112323,6.87054811001743,6.86613486037534,6.86127612331432,6.8560198812778,6.85040856163806,6.84447896952954,6.83826254068091,6.83178590081838,6.82507168772714,6.81813956146699,6.81100730485534,6.8036919067721,6.79621052908631,6.78858128397122,6.78082378750108,6.77295949954376,6.76501189932258,6.75700657188656,6.74897128781046,6.74093614633093,6.7329338252393,6.7249999469453,6.71717353780917,6.7094975339855,6.7020192749463,6.69479092480529,6.68786976764596,6.68131833108774,6.67520429798771,6.66960016760031,6.66458262584998
20,6.36876391679593,6.36862920282781,6.36760198146058,6.36575352970709,6.36315495919558,6.35987541893238,6.35598055548192,6.35153122601099,6.34658247861897,6.3411828330414,6.33537390610956,6.32919042449882,6.32266064923242,6.31580720289994,6.30864824667045,6.30119890869644,6.29347282911896,6.28548366959959,6.2772464435445,6.26877855756635,6.26010050928069,6.25123624980019,6.24221327718217,6.23306256668947,6.22381845693239,6.21451859670787,6.20520402170341,6.19591938424494,6.18671331537015,6.17763886665147,6.16875396407778,6.16012180659482,6.1518111515609,6.14389644047999,6.1364577243554,6.12958034606222,6.1233543291128
21,5.80441362331742,5.80479760493299,5.8041994427025,5.80269789436711,5.80037065788276,5.79729235241598,5.79353279373045,5.78915555129561,5.7842168047503,5.77876454752068,5.7728382053458,5.76646873868559,5.75967927556467,5.75248627578881,5.7449011653183,5.73693231310756,5.72858716733663,5.71987433852857,5.71080542366771,5.70139641003066,5.69166857238236,5.68164886662798,5.67136990684048,5.66086967192764,5.65019111078673,5.63938179839996,5.62849374812923,5.6175834231024,5.606711929891,5.59594533504566,5.58535502623299,5.5750180425744,5.56501731419398,5.55544176700255,5.54638625543692,5.53795127897406,5.53024242052968
22,5.18621523926003,5.18731745133103,5.18733935405646,5.18636768137188,5.18448694606696,5.18177718126156,5.17831201365753,5.17415704273148,5.16936854638191,5.16399258042886,5.15806457255497,5.15160951832884,5.14464286013219,5.13717206877339,5.1291988608158,5.12072188893836,5.11173965985952,5.10225338626626,5.09226948134808,5.08180146115072,5.07087112154285,5.05950898150142,5.04775410429,5.03565349561352,5.02326131458553,5.01063811513581,4.99785027314947,4.9849696700491,4.97207362219217,4.95924498813291,4.94657236233217,4.93415027114608,4.92207931138029,4.91046619557081,4.89942367648241,4.88907030952042,4.8795299797793
23,4.50804525888657,4.51013271125671,4.51103204600283,4.51083844124208,4.50964335173399,4.50753199729652,4.50458121988523,4.50085766222097,4.49641628960364,4.49129934746451,4.48553590035966,4.47914211545471,4.47212242309739,4.46447160684861,4.45617775589057,4.44722587669988,4.43760183896674,4.42729625446336,4.41630788048546,4.40464620962357,4.39233304356855,4.37940302127935,4.36590324149132,4.35189224704285,4.33743869649397,4.32262002946324,4.30752135004919,4.29223463798676,4.27685828601608,4.26149688432121,4.24626114336647,4.23126786073301,4.21663987602607,4.20250599433444,4.18900087062956,4.17626482459094,4.16444350291116
24,3.76262157617278,3.76605616215581,3.76818389524303,3.76910878781026,3.76892918360079,3.76773498907967,3.7656053092497,3.76260640648852,3.75879000064449,3.75419203380672,3.74883210613694,3.74271382393759,3.73582626930502,3.72814669733248,3.71964440446887,3.71028552048466,3.70003829917424,3.68887836457516,3.67679334536848,3.66378641442442,3.64987843012691,3.63510861241505,3.61953392455955,3.60322751578022,3.58627666951524,3.56878068442108,3.55084900766938,3.53259978449684,3.51415883542272,3.49565896644655,3.47723947964973,3.45904577662971,3.44122900711297,3.42394577151594,3.40735790551974,3.39163234055167,3.37694095293699
25,2.94127098323898,2.94655068954828,2.95039241780081,2.95290923418702,2.95420600335786,2.95437637788099,2.95350022732927,2.95164137019119,2.94884561375121,2.9451392608691,2.94052836989311,2.93499911751723,2.92851958617106,2.9210431673682,2.91251355456943,2.90287103318413,2.8920595199827,2.88003362358059,2.86676494399599,2.85224692655851,2.83649781977675,2.81956160740714,2.80150711669216,2.78242576873001,2.76242857387121,2.74164296286309,2.72020990452595,2.69828154963615,2.67601943038384,2.65359309801195,2.6311790310886,2.60895968763661,2.5871226668418,2.56586003450403,2.54536790036819,2.52584628872257,2.50749922320515
26,2.03370661348874,2.04152871845486,2.04776770563809,2.0525455715223,2.05597278203211,2.05814507199052,2.05914072180746,2.05901808503198,2.05781333967375,2.05553865874627,2.05218118859578,2.04770333397778,2.04204483401196,2.03512695412674,2.02685883065212,2.01714563811238,2.00589788454032,1.99304086788419,1.97852322353771,1.96232359851421,1.94445478889883,1.92496510851894,1.90393721609922,1.88148500482314,1.857749365462,1.83289363547545,1.80709936599772,1.78056275220871,1.75349178096726,1.72610394366795,1.69862429292694,1.6712836847652,1.64431718967343,1.61796279585185,1.59246059030876,1.56805254565793,1.54498286775256
27,1.02792800232195,1.03928755578204,1.04890312392521,1.05690483764754,1.06340686767219,1.06850415525726,1.07226966895311,1.0747518153267,1.07597190790926,1.07592191842885,1.07456302536019,1.07182566084598,1.06761177387973,1.06179984163059,1.05425278470458,1.04482844110774,1.03339173613885,1.01982727873781,1.00405093110455,0.986019000789582,0.965734084496987,0.943247167760731,0.918656216985438,0.892102035625038,0.863762468195419,0.833846064518907,0.802586086785346,0.770235353506424,0.737062007313456,0.703345999732042,0.669375984752745,0.63544640602834,0.601854778168984,0.568899385741452,0.536877740200748,0.506086074683779,0.47681991784229
28,-0.0894444356119947,-0.0731003399247516,-0.058678428309167,-0.0460425511764557,-0.0350784928186777,-0.0256970572146304,-0.0178365469788519,-0.0114652468458035,-0.00658414403924067,-0.00322966026425796,-0.00147573281277583,-0.00143427422254152,-0.00325295813490445,-0.00710948144707914,-0.013201933818506,-0.0217355842414484,-0.0329071248068306,-0.0468880155226922,-0.0638088876561504,-0.0837468867798455,-0.106717368190319,-0.132670598907001,-0.161493255098796,-0.193013745614204,-0.227009924458663,-0.263217674405969,-0.30133913102051,-0.341049842874506,-0.382004736509149,-0.423843182153665,-0.466193613711339,-0.50867802678662,-0.550916353095377,-0.592530351264573,-0.633146434776418,-0.672396895072562,-0.709919291877457
29,-1.33156904574041,-1.30810507355268,-1.28675979267464,-1.26739578436469,-1.24990570202634,-1.23421467278941,-1.2202819347418,-1.20810271902818,-1.19771087159947,-1.18918205576852,-1.18263671909541,-1.17824150246307,-1.17620756254352,-1.17678446937191,-1.18024893942117,-1.1868885744628,-1.19698180259235,-1.21077611030606,-1.22846717548904,-1.25018150435127,-1.275964616721,-1.30577583621751,-1.33948956553642,-1.3769018569131,-1.41774038795695,-1.46167577838158,-1.50833253112088,-1.55729859276696,-1.60813334039521,-1.6603744371839,-1.71354426006064,-1.7671564370269,-1.82072254783466,-1.87375846453906,-1.92578939678462,-1.97635265785396,-2.0249975457464
30,-2.70634172517043,-2.67260900416505,-2.64120852731363,-2.61201172246483,-2.58493113785711,-2.55992119172919,-2.53697783380891,-2.51613879737063,-2.49748543013279,-2.48114615840161,-2.46730064617664,-2.45618288370493,-2.4480810017489,-2.44333172312136,-2.44230807756931,-2.44540020996994,-2.45299054660531,-2.46542590035879,-2.48298994595497,-2.50587963746322,-2.53418850799694,-2.56789852647477,-2.60688060112194,-2.65090231559735,-2.69964043948424,-2.75269541493862,-2.80960542122475,-2.86985857247352,-2.93290296174421,-2.99815522819083,-3.06500878040298,-3.13284263470792,-3.20103112988322,-3.26895385770297,-3.33600438474208,-3.40159606515794,-3.46516361540401
31,-4.20245873556639,-4.15401880959722,-4.10813147896914,-4.06469816926811,-4.0236757909824,-3.9850740466778,-3.94895099549825,-3.91540968476424,-3.88459774390318,-3.85671050062352,-3.83199667522558,-3.81076435925446,-3.79338412950591,-3.78028606068549,-3.77194819288226,-3.76887557209603,-3.77157097580608,-3.78050037181867,-3.79605752951658,-3.81853262963899,-3.84808906623745,-3.8847510532676,-3.92840253786799,-3.97879582416363,-4.03556676110146,-4.09825272440114,-4.16631003588306,-4.23912871601932,-4.31604410990115,-4.39634640448467,-4.47928987750757,-4.56410362926358,-4.65000460988711,-4.73621232953494,-4.82196326867939,-4.90652222637115,-4.98918799729222
32,-5.75483561451879,-5.68649280369839,-5.62087817299725,-5.5579662030764,-5.49780284629325,-5.44049647105907,-5.38620581164614,-5.33512959523578,-5.28750133262967,-5.24359086129359,-5.20371196204916,-5.16823319493806,-5.13758752702733,-5.11227579947509,-5.09285983935675,-5.07994298088786,-5.07413849462429,-5.07602925367354,-5.08612414963983,-5.1048177190849,-5.13235889343744,-5.16883288310158,-5.21415745041311,-5.26809193669672,-5.33025513296789,-5.40014699331668,-5.47716951996013,-5.56064372436254,-5.64982184757528,-5.74389625408959,-5.84200786850256,-5.9432572291645,-6.0467201248939,-6.15146773647067,-6.25658892678507,-6.36121061673485,-6.46451168613162
33,-7.17705699149734,-7.08657479605565,-6.99873272166528,-6.91365755308351,-6.83155775585695,-6.75270480586788,-6.67740928679034,-6.60599919247644,-6.53880643822639,-6.47616499409338,-6.41842075762971,-6.36594991591633,-6.31917984456894,-6.27860524697387,-6.24479269712085,-6.21836903147298,-6.19999264968575,-6.19031082521654,-6.18990952468336,-6.19926407796016,-6.21869885172263,-6.24836194337181,-6.28821743606508,-6.33805388209765,-6.39750443229723,-6.46607223386504,-6.54315479773494,-6.62806287862861,-6.72003239822629,-6.81823111922677,-6.92176413461203,-7.02968301307503,-7.14100236887553,-7.25472501498818,-7.36987352342166,-7.48552302540106,-7.6008284317222
34,-8.11073261004498,-8.00772413718729,-7.90645110240654,-7.80728995832923,-7.71069323221221,-7.61716081228769,-7.52720230191574,-7.44130102772165,-7.3598889716743,-7.28333881104937,-7.21197493265863,-7.14610053076073,-7.08603367830324,-7.03214257983931,-6.98486984427314,-6.94473781972052,-6.91233138136816,-6.88825996869855,-6.87310567578208,-6.86736743810868,-6.87141198308574,-6.88544013864798,-6.90947299995923,-6.94335753186854,-6.98678679326098,-7.03932726426177,-7.1004453919625,-7.16952742797886,-7.24589023045964,-7.32878479139602,-7.41739753980403,-7.51085592398331,-7.60824391253777,-7.70863009798503,-7.81110690269497,-7.91483523082291,-8.01908606158053
35,-8.20594993937096,-8.11380227024752,-8.02150225163447,-7.92965306532345,-7.83892353435216,-7.75001353444076,-7.66360541932092,-7.58031397396623,-7.50064716765689,-7.42498728318454,-7.35359733080493,-7.28665185663917,-7.2242854685978,-7.16664793019205,-7.11395270121757,-7.06650703781228,-7.02471608714954,-6.98905977565376,-6.96004794992021,-6.93816429354491,-6.92381160957413,-6.91726967593092,-6.91867264836293,-6.92800729419779,-6.94512790400903,-6.96978007034829,-7.00162456356794,-7.04025436688332,-7.08520182648752,-7.13593751258487,-7.19186627804929,-7.25232791809653,-7.3166091779185,-7.38397080803098,-7.45368881818936,-7.5251043601047,-7.5976731688291
36,-7.50850650765903,-7.44446956581068,-7.3786503682873,-7.31166888127469,-7.24421265864055,-7.17700351649342,-7.11074520652747,-7.04606411496533,-6.98345666440308,-6.92325589063558,-6.86562578155828,-6.81058607263221,-6.75806342143481,-6.7079586980626,-6.66021607863614,-6.61487894488021,-6.57212071383689,-6.53224497959275,-6.49565702299936,-6.46281557543636,-6.43417770150611,-6.41014975952374,-6.39105387321317,-6.3771135902092,-6.36845637188831,-6.3651261155249,-6.36709725800058,-6.37428339512267,-6.38653706205452,-6.40364197821575,-6.42530307949845,-6.45114174689633,-6.48070315557713,-6.51347977049751,-6.54895056112129,-6.58663078179199,-6.62612351605157
