"Theta [deg]","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='0deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='5deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='10deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='15deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='20deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='25deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='30deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='35deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='40deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='45deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='50deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='55deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='60deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='65deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='70deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='75deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='80deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='85deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='90deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='95deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='100deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='105deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='110deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='115deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='120deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='125deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='130deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='135deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='140deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='145deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='150deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='155deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='160deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='165deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='170deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='175deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='180deg'"
-180,-5.76129650058242,-5.76129650058242,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058242,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058242,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058242,-5.76129650058242,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058241,-5.76129650058242,-5.76129650058242
-179,-5.77125169685457,-5.7747697288563,-5.7782271898482,-5.7815915554835,-5.78483160151253,-5.78791781488835,-5.79082276916093,-5.79352145646786,-5.79599156957713,-5.79821372877861,-5.8001716499158,-5.80185225145177,-5.80324570012122,-5.8043453963801,-5.80514790247109,-5.80565281742387,-5.80586260465502,-5.80578237897932,-5.8054196607582,-5.80478410556297,-5.8038872181048,-5.80274205927223,-5.80136295492205,-5.79976521460486,-5.79796486769161,-5.79597842343077,-5.79382266034365,-5.79151444909618,-5.78907061161385,-5.78650781777821,-5.78384251960436,-5.78109092139666,-5.77826898305772,-5.7753924525251,-5.77247692226913,-5.76953790393509,-5.76659091458008
-178,-5.79650155924912,-5.80413378707665,-5.81160885459911,-5.81884480275489,-5.82576379301992,-5.83229341779964,-5.83836788256791,-5.84392902898519,-5.8489271726029,-5.85332173414932,-5.85708164961576,-5.86018555119346,-5.86262171828744,-5.86438780506332,-5.86549035797443,-5.86594414318471,-5.86577130949522,-5.86500041708298,-5.86366536591292,-5.8618042599809,-5.85945824454748,-5.85667035323908,-5.85348440039066,-5.84994395138483,-5.84609140014564,-5.84196717852811,-5.83760911727997,-5.83305197271773,-5.8283271274323,-5.82346246739382,-5.81848243192845,-5.81340822735178,-5.80825818971742,-5.80304827731727,-5.79779266938838,-5.79250444406144,-5.78719630603503
-177,-5.83719836395263,-5.84956123514312,-5.86163416730048,-5.87326825741232,-5.88432297888692,-5.89466893428527,-5.90419033674516,-5.91278714493034,-5.92037678590722,-5.92689541302135,-5.93229866115005,-5.93656187897992,-5.93967983637289,-5.94166592352416,-5.94255087653915,-5.94238108037846,-5.94121651407673,-5.93912841414469,-5.93619673973403,-5.93250752732264,-5.92815022340802,-5.92321508120458,-5.91779070198405,-5.91196179392442,-5.90580721162612,-5.89939832830065,-5.89279778048822,-5.88605861241881,-5.87922383413965,-5.87232639458056,-5.86538955806688,-5.85842766063986,-5.85144721112448,-5.84444829141942,-5.83742620121626,-5.83037328454947,-5.82328086951207
-176,-5.89360363944629,-5.91133699010302,-5.928609954019,-5.94518839555783,-5.96085218337808,-5.97540000513847,-5.98865372405922,-6.00046212749329,-6.01070393428052,-6.01928995183019,-6.02616430461199,-6.03130469143005,-6.03472166742911,-6.03645698587124,-6.03658107191482,-6.03518973370833,-6.03240024326525,-6.02834693955994,-6.02317651845214,-6.01704317841691,-6.01010378817809,-6.0025132331885,-5.99442008369561,-5.98596270919602,-5.977265943683,-5.96843838433286,-5.95957038402962,-5.95073277601385,-5.94197634733823,-5.93333205691117,-5.9248119737756,-5.9164108919251,-5.90810855945953,-5.89987244237703,-5.89166092708656,-5.88342685126273,-5.87512124056349
-175,-5.96609150913103,-5.98986199308115,-6.01296112683074,-6.03505025319131,-6.05581167914044,-6.07495627523468,-6.09223039362707,-6.10742183708118,-6.12036463671096,-6.13094243763864,-6.13909034748035,-6.14479516911101,-6.14809401186855,-6.14907134886672,-6.14785465695781,-6.14460883526601,-6.13952964435989,-6.13283643879719,-6.124764480308,-6.11555711814168,-6.10545810914534,-6.09470432581831,-6.08351906907998,-6.07210616689264,-6.06064500287426,-6.04928658265701,-6.03815071130757,-6.02732432322514,-6.01686097656677,-6.00678149697039,-5.99707572946773,-5.98770533227664,-5.97860752107582,-5.96969964715667,-5.96088446772972,-5.95205594235729,-5.94310536721034
-174,-6.05515346864374,-6.08565835195956,-6.11523609357086,-6.14342295120612,-6.16978442646977,-6.19392650836126,-6.21550598378721,-6.2342393686877,-6.2499100487873,-6.26237328593222,-6.27155884121642,-6.2774710828167,-6.28018657501284,-6.27984927406113,-6.27666357519598,-6.27088555335323,-6.26281281131115,-6.25277338939324,-6.24111420084161,-6.22818943976364,-6.21434936976339,-6.19992984776595,-6.18524287602988,-6.17056841205915,-6.15614760585156,-6.14217757976796,-6.12880781970475,-6.11613820712972,-6.10421868865719,-6.09305055118222,-6.08258924380747,-6.0727486605848,-6.06340676859926,-6.05441243304347,-6.0455932545672,-6.03676419539365,-6.02773673169665
-173,-6.16140477823782,-6.19937616009622,-6.23611385630895,-6.27100685665405,-6.30348301736277,-6.33302498840847,-6.35918493641515,-6.38159735202749,-6.39998927683541,-6.41418738931364,-6.42412154630382,-6.42982457342315,-6.4314283155614,-6.42915617529655,-6.4233125608982,-6.41426981857961,-6.40245332407203,-6.38832545224641,-6.37236913356207,-6.35507165165016,-6.33690925009435,-6.31833301245735,-6.29975637090976,-6.2815444960682,-6.2640057311318,-6.24738516089224,-6.23186035124772,-6.21753925545044,-6.20446025561469,-6.19259428710351,-6.18184897407107,-6.1720746817555,-6.16307236108403,-6.15460302117174,-6.14639861461023,-6.13817406046611,-6.12964006435169
-172,-6.28559271929856,-6.33180226433022,-6.37641308302934,-6.41864265808721,-6.45775837365196,-6.493099404099,-6.52409711596755,-6.55029288608189,-6.57135229610006,-6.58707482337656,-6.59739840137907,-6.60239854625512,-6.60228210394945,-6.59737602306861,-6.58811186250254,-6.57500696815742,-6.55864338195183,-6.53964557562861,-6.51865804292114,-6.49632365717142,-6.4732635335886,-6.45005895197287,-6.42723571913324,-6.4052511965302,-6.38448409716336,-6.36522706929317,-6.34768203091718,-6.33195819196416,-6.31807269258721,-6.30595378634966,-6.29544649709375,-6.28632066924182,-6.27828130610074,-6.27098104454405,-6.2640345452801,-6.25703448740209,-6.24956874970575
-171,-6.42860705036099,-6.48387134746343,-6.53710352906406,-6.5873227175073,-6.63361051708242,-6.67514045785804,-6.71120566691654,-6.74124311355628,-6.76485284262679,-6.78181085261474,-6.79207467848302,-6.79578126083628,-6.79323725750438,-6.78490250565456,-6.77136780148548,-6.75332847841895,-6.73155540872649,-6.70686503193759,-6.68008985462189,-6.65205061379739,-6.62353099862878,-6.59525552634699,-6.56787090235953,-6.54193098252552,-6.51788530637318,-6.49607108229231,-6.47670847086172,-6.4598990175208,-6.44562711577352,-6.43376442162695,-6.42407717430761,-6.41623639419729,-6.40983091525763,-6.4043831578291,-6.39936745454199,-6.39423060845112,-6.38841419619787
-170,-6.5914931089739,-6.65667980886387,-6.71932030312625,-6.77820516916357,-6.83220181402418,-6.88029348904215,-6.92161624769784,-6.9554913951312,-6.98145105486439,-6.9992548472469,-7.00889631225921,-7.01059854015465,-7.0047993794562,-6.99212743931917,-6.97337077206716,-6.94944053083356,-6.92133201879788,-6.89008540496944,-6.85674804060601,-6.82233985354009,-6.78782280822267,-6.75407496565847,-6.72186930559537,-6.69185720586538,-6.66455631331737,-6.64034247590017,-6.61944541648096,-6.60194789273745,-6.58778818034963,-6.57676581637667,-6.56855062563197,-6.56269510662577,-6.55865025920079,-6.55578488062842,-6.55340823293392,-6.55079579119639,-6.54721753006091
-169,-6.77546815121633,-6.85150308227963,-6.92438162736032,-6.99263137422749,-7.05487320304755,-7.10987245681531,-7.15658777074312,-7.19421396595184,-7.22221550000118,-7.24034753351355,-7.24866267999285,-7.24750281831322,-7.23747675517312,-7.21942579610685,-7.19438022090721,-7.16351014505989,-7.12807426508561,-7.08936960428859,-7.04868472627395,-7.00725811543648,-6.96624266963873,-6.92667660696649,-6.88946060886023,-6.85534072036194,-6.82489639083405,-6.79853303515989,-6.77647858958645,-6.75878369163215,-6.74532529681637,-6.73581372737792,-6.7298033039231,-6.72670681657612,-6.72581412590991,-6.72631512649112,-6.72732714316375,-6.72792655742854,-6.72718408815823
-168,-6.98194171452967,-7.06981723725046,-7.15381094578056,-7.2321475212482,-7.30316404512204,-7.36537668587349,-7.41754474508187,-7.45872682799195,-7.48832400696005,-7.50610572978919,-7.51221581997574,-7.50715797728398,-7.4917623460283,-7.46713658040201,-7.43460608839335,-7.39564862429738,-7.35182815026637,-7.30473207007579,-7.25591479918103,-7.20684942226364,-7.15888809912481,-7.11323103180928,-7.07090324514786,-7.03273814728212,-6.99936677999522,-6.97121178123743,-6.9484853053092,-6.93119042898693,-6.91912587339214,-6.91189415838267,-6.90891354985288,-6.90943433280408,-6.91256001581143,-6.91727401680741,-6.92247217081979,-6.92700102318742,-6.92970133308522
-167,-7.2125410518698,-7.31332599113318,-7.40936451095677,-7.49853140035891,-7.57883639973165,-7.64851083262451,-7.70609124059413,-7.75049242054645,-7.78106240533476,-7.79761333209755,-7.80042467891689,-7.79021857598086,-7.76811016606201,-7.73553864257672,-7.69418615850817,-7.64589210878264,-7.59256948600276,-7.53612845436502,-7.47841041438679,-7.42113402709105,-7.36585319192531,-7.31392594874349,-7.26649270567115,-7.22446201368198,-7.18850221622418,-7.15903759865109,-7.136248063988,-7.1200718062297,-7.11021089581692,-7.10614010186801,-7.10711962397179,-7.11221266226279,-7.12030888113075,-7.13015477614072,-7.14039169191267,-7.14960172838472,-7.15636100982771
-166,-7.46914304557812,-7.58399464427262,-7.69306595398257,-7.79382569522195,-7.88390473170304,-7.96120856675218,-8.024026337231,-8.07112526700334,-8.10181978032255,-8.1160067530056,-8.11416243763261,-8.09730163114031,-8.06690453209795,-8.02482038679907,-7.97315877573789,-7.91417914438832,-7.85018734534087,-7.78344523046185,-7.71609643267537,-7.65010895702534,-7.58723335905353,-7.52897419361108,-7.47657198014299,-7.43099298791449,-7.39292452338266,-7.3627739564063,-7.34067034793319,-7.3264681737033,-7.31975323881504,-7.31985142346517,-7.32584136863784,-7.33657257019094,-7.35069055257689,-7.36667077430204,-7.38286260198624,-7.39754401343974,-7.40898662519195
-165,-7.75391451209991,-7.88409298839867,-8.00724986037749,-8.12037955918056,-8.2206722970813,-8.30566045597097,-8.37336062968004,-8.42239523820145,-8.4520781110794,-8.46245221364651,-8.4542742319623,-8.42894855655354,-8.38842035960607,-8.33504224265781,-8.2714304808449,-8.20032537405842,-8.12446658901858,-8.04648989744148,-7.9688474912862,-7.89375078423592,-7.82313254106508,-7.7586242300976,-7.70154440810979,-7.65289441915528,-7.6133584575258,-7.58330592433939,-7.56279488653751,-7.55157627427563,-7.54909921126163,-7.55451855913547,-7.56670636181215,-7.58426936733625,-7.60557511952668,-7.62878915110448,-7.65192545076181,-7.67291149762533,-7.68966768559223
-164,-8.0693635212939,-8.21624999957836,-8.35461709814505,-8.48090080988337,-8.59177573959417,-8.68434643663947,-8.75633282627351,-8.80622616959712,-8.83339303217817,-8.83811113814088,-8.82153161081661,-8.78557420515411,-8.73277237309533,-8.66609078243685,-8.58873834514198,-8.50399578702604,-8.41507027445647,-8.32498271227976,-8.23648758398628,-8.15202134549457,-8.07367343300039,-8.00317351444166,-7.94188917946398,-7.89082934990376,-7.85064995879234,-7.8216596887529,-7.80382469176641,-7.79677221724198,-7.79979397685331,-7.81185090149588,-7.83158170762645,-7.85731835689695,-7.88711197837625,-7.91877297815673,-7.94992868594944,-7.97810076778055,-8.00080261403467
-163,-8.4184053816372,-8.58352422294032,-8.73830566930774,-8.8785218416808,-9.00023973320129,-9.10007294624592,-9.17542453305262,-9.22468610713508,-9.24736074698404,-9.24408826846987,-9.21656880786495,-9.16739921880653,-9.09985089088345,-9.017623568301,-8.9246072181558,-8.82467545677235,-8.72152318961197,-8.61855119086717,-8.51879320085625,-8.42487719170933,-8.33901123686131,-8.26298502774614,-8.19817964839164,-8.14558010460222,-8.10578692768755,-8.0790247652035,-8.06514720774311,-8.063638234444,-8.07361167200876,-8.09381102591414,-8.12261299384501,-8.15803888176385,-8.19777889507302,-8.23923464845831,-8.27958490705493,-8.31587817033486,-8.34515293960963
-162,-8.8044484519677,-8.98949536202469,-9.16198232846225,-9.31688338383655,-9.44954377312712,-9.55601408639307,-9.63336963867242,-9.67996308688013,-9.69556353557948,-9.68135484119339,-9.63979433025465,-9.57436116989363,-9.48924187736013,-9.38900434503512,-9.27830284023153,-9.16164040506106,-9.04319829326436,-8.92672894863139,-8.81550121853793,-8.71228355086709,-8.61935137660042,-8.53850716065565,-8.47110450210436,-8.41807045253039,-8.379922570585,-8.35677908217548,-8.34836195691214,-8.35399389199088,-8.37259127161312,-8.40265627171471,-8.44227247514996,-8.48910962659713,-8.540444330334,-8.59320424842892,-8.64404318536532,-8.68945272812696,-8.72591229590629
-161,-9.2315072025806,-9.43838498325058,-9.62996235554516,-9.80024160222765,-9.94370330208824,-10.0557546924663,-10.1331517642455,-10.1743165122412,-10.1794824221319,-10.1506360751816,-10.0912695571545,-10.0059994969397,-9.9001294841906,-9.77922925227946,-9.64878291770591,-9.51393117324024,-9.37930846492236,-9.2489607574542,-9.12632279418938,-9.01423349502269,-8.91497143832304,-8.83029693706644,-8.76149163532789,-8.70939018086241,-8.6744012401062,-8.65651704947032,-8.65531208666943,-8.66993256438878,-8.69907953868071,-8.74098967854337,-8.7934192733765,-8.85363884669017,-8.91844758819932,-8.98421823278897,-9.04698321269799,-9.10257085595034,-9.14679510296482
-160,-9.70435341510321,-9.93521790106129,-10.1473680336849,-10.3336058200106,-10.4873669194467,-10.603330162595,-10.6779780415181,-10.7099879796142,-10.7003598438617,-10.6522482160734,-10.5705442665007,-10.4613094306873,-10.3311807272595,-10.1868465724388,-10.0346499135009,-9.88033285172362,-9.72890660695962,-9.58461590417865,-9.45096443914657,-9.33077276896338,-9.22624730172511,-9.13904625795113,-9.07033429568597,-9.02082166343997,-8.99078649529999,-8.98008059477801,-8.9881201935278,-9.01386410362947,-9.05578273805939,-9.11182291963446,-9.17937540852778,-9.25525466751916,-9.33570329223018,-9.41643607490211,-9.49273961469493,-9.5596410143106,-9.61215172734797
-159,-10.2287218553059,-10.4860415084541,-10.7203411107512,-10.9229163081289,-11.0859296841887,-11.2032518833032,-11.2712083095162,-11.2890454235045,-11.2589869647507,-11.1858656502335,-11.0764379633024,-10.9385617657089,-10.7804148532605,-10.6098754420951,-10.4341115135494,-10.2593666265683,-10.0908976747863,-9.93301193849116,-9.78915715265321,-9.66203031089074,-9.553682966189,-9.4656103933674,-9.3988186384035,-9.35386761852881,-9.3308907624378,-9.32959288521299,-9.34922866443013,-9.38856470693047,-9.44582918306641,-9.51865471509105,-9.60402291461467,-9.698222763341,-9.79683963251008,-9.89479617983259,-9.98646873487245,-10.0659001954289,-10.1271196963054
-158,-10.8115955434038,-11.0982294264438,-11.3563316588532,-11.575273883267,-11.7456577409242,-11.8604951986233,-11.916202645959,-11.9131186776879,-11.8553791697205,-11.7501940529031,-11.6067570456336,-11.4350897494294,-11.2450650856775,-11.0457331569998,-10.8449573906385,-10.6492991366084,-10.4640664383712,-10.2934505510384,-10.1406938903478,-10.0082538118595,-9.89794289220375,-9.81103728866781,-9.74835118393952,-9.71027861897421,-9.69680537728639,-9.70749392411736,-9.74144440375299,-9.7972349003078,-9.87284506434544,-9.96556928845044,-10.0719293358705,-10.1876019615969,-10.3073843719813,-10.4252280441171,-10.5343764805107,-10.6276399810089,-10.697824598588
-157,-11.4616103860548,-11.7809108046594,-12.0644965621937,-12.299234334635,-12.4738077153447,-12.5804033747979,-12.6160217853574,-12.5829604363799,-12.4882898625061,-12.3425237379136,-12.1579440092719,-11.9470534160948,-11.7214485490789,-11.4911861536639,-11.264563636113,-11.048176712106,-10.8471244223162,-10.6652664590396,-10.5054746289725,-10.36984864903,-10.2598846983031,-10.1765952781957,-10.1205836746922,-10.0920778804645,-10.0909287297801,-10.1165761968241,-10.167986970069,-10.2435660928619,-10.3410462376468,-10.457360755344,-10.5885118013316,-10.7294532538154,-10.8740198090973,-11.0149468823812,-11.1440360589263,-11.2525192338042,-11.3316502258194
-156,-12.1896441928887,-12.5455919098601,-12.856257122352,-13.1051775060224,-13.2786964873348,-13.3684145480565,-13.3728660439613,-13.2977322156542,-13.1545007238386,-12.9581441759094,-12.7246707142977,-12.4692076212863,-12.2048715414504,-11.9423458214699,-11.6899382906378,-11.4538913108049,-11.2387781998998,-11.0478886288271,-10.8835567725184,-10.7474170981673,-10.6405886530167,-10.5637953416818,-10.5174312402645,-10.5015791048721,-10.5159883418772,-10.5600166024519,-10.6325373616979,-10.7318148630046,-10.8553483679288,-10.9996907978591,-11.160253984526,-11.3311253520036,-11.5049396483089,-11.6728724029957,-11.8248416572258,-11.9500057454946,-12.0376060526197
-155,-13.0097004890169,-13.407080842131,-13.7460887772429,-14.0057430334039,-14.1696120712858,-14.2294270611099,-14.1870572598297,-14.0538731336662,-13.8478275934931,-13.5896274653149,-13.2994196684351,-12.9947243828678,-12.6896108889104,-12.3947353315436,-12.1178215047716,-11.8642829635586,-11.6378187076225,-11.4409107993653,-11.2752065342214,-11.1417927530597,-11.0413783727585,-10.9744017904141,-10.9410771894521,-10.941390157037,-10.9750493168561,-11.0413972465306,-11.1392810498667,-11.2668810624921,-11.4214962115286,-11.5992881518511,-11.794995959377,-12.0016520349597,-12.2103605027286,-12.4102402645553,-12.5886741898143,-12.7320148527728,-12.8268320016009
-154,-13.9402830453622,-14.3849060961005,-14.752645787472,-15.0162630096203,-15.1563053791774,-15.166441156309,-15.0552458445181,-14.8433799340823,-14.5578228181171,-14.2260539145243,-13.8721512925914,-13.5151512572861,-13.1690241193531,-12.8434546517744,-12.5448503339445,-12.2772791044917,-12.0432272966927,-11.8441650220131,-11.6809441199132,-11.5540623369187,-11.4638241178148,-11.4104217016491,-11.3939534257364,-11.4143901499158,-11.4714954808485,-11.564700763056,-11.6929315580109,-11.8543789721845,-12.0462079461622,-12.2641980096329,-12.5023244626767,-12.752315974807,-13.0032751938891,-13.2415233818054,-13.4509100229131,-13.6138575670903,-13.7132950322866
-153,-15.0066273750296,-15.5055689379688,-15.9003440675304,-16.1549309232517,-16.2474520167697,-16.177788457198,-15.967382111217,-15.6513749178439,-15.268291137759,-14.8523780551024,-14.4302294149684,-14.0206162517296,-13.6358439970398,-13.2834637110171,-12.9677894365346,-12.6910639455828,-12.4542888816789,-12.2577878083704,-12.1015718654299,-11.9855631977831,-11.909715440175,-11.8740576202811,-11.878678178932,-11.9236584218842,-12.0089584728372,-12.134252811062,-12.298706333809,-12.5006758854956,-12.737317878609,-13.0040837792456,-13.2940994971907,-13.5974652910472,-13.9005974000527,-14.1858728207051,-14.4320084860149,-14.6156902431751,-14.7147431572524
-152,-16.2445180819289,-16.8062558826211,-17.2214535208455,-17.4418730097583,-17.4466742508413,-17.2517404322993,-16.9019690755165,-16.4531239186614,-15.9560420704892,-15.4493201725312,-14.9588477516714,-14.5003953145471,-14.0826955992035,-13.7099844126621,-13.3838144111553,-13.1042614343509,-12.8706961310765,-12.6822635102878,-12.5381696163257,-12.4378390533896,-12.3809826136806,-12.3675984912371,-12.3979203356845,-12.4723179845655,-12.5911500183587,-12.754559818481,-12.9621976728703,-13.2128405695436,-13.503870145325,-13.8305628786333,-14.1851576150674,-14.5557200307608,-14.9249652948247,-15.2694748803894,-15.5601270223992,-15.7648031576803,-15.8539615337395
-151,-17.7072582139548,-18.3411852871029,-18.7582162459632,-18.8945777983289,-18.7430265769558,-18.3568039638481,-17.8196941370107,-17.211463562356,-16.5908033408407,-15.9943469560741,-15.4422048195664,-14.9439098933115,-14.5028269209392,-14.1189901595275,-13.7908157133427,-13.5161046338537,-13.2926217593685,-13.1184236544574,-12.9920349384886,-12.9125278376134,-12.8795345472411,-12.8932080207013,-12.9541386637078,-13.0632283613757,-13.2215165748496,-13.4299437993695,-13.6890237114781,-13.9983755175895,-14.3560424230373,-14.7574955812443,-15.1942135199699,-15.6517842399131,-16.1077065221727,-16.5296259566577,-16.8756772438667,-17.0993529324945,-17.1602100082382
-150,-19.4794943588517,-20.1926848340406,-20.5618557184071,-20.5121715716212,-20.0901536789911,-19.4270182829061,-18.657782539541,-17.8770593062728,-17.1376883827254,-16.4642729304091,-15.865521813978,-15.3420957890379,-14.890968249874,-14.5077125403525,-14.1876723003921,-13.9265546867602,-13.7207291771025,-13.5673736851599,-13.4645360767987,-13.4111420087646,-13.4069621716923,-13.4525440340983,-13.5491093914302,-13.6984155473314,-13.9025716932173,-14.16379004941,-14.484030155903,-14.8644598715663,-15.3046028711051,-15.8009675056987,-16.3448721671202,-16.9191782151597,-17.4939581825855,-18.0222854902093,-18.4398392833059,-18.6746089929209,-18.6699772728874
-149,-21.707797873151,-22.4893413422863,-22.6730807067299,-22.2286221947611,-21.3687401090633,-20.3485365163403,-19.3321339167183,-18.3951754486108,-17.563318318568,-16.8394875550959,-16.2176377961425,-15.688898583096,-15.2441534525586,-14.8750622329833,-14.5744315061984,-14.3363259463497,-14.1560850902162,-14.030308932566,-13.9568312225248,-13.9346810061385,-13.9640273273546,-14.0461023540769,-14.1831002941603,-14.3780498239674,-14.6346529190945,-14.9570688185084,-15.3495921380962,-15.8161179328219,-16.3591843503559,-16.9782053511176,-17.6662253974276,-18.4042101918864,-19.1520141503443,-19.8374073562416,-20.3519777595054,-20.5733270190326,-20.423148214241
-148,-24.6789782497359,-25.4184875445877,-25.016012231392,-23.8030310471288,-22.3514221532524,-20.9710177859214,-19.7575656847528,-18.7207916999087,-17.8447645746571,-17.1087542243065,-16.4934673906114,-15.9824910345212,-15.5622895302258,-15.2218514983203,-14.9523304090732,-14.7467712021009,-14.5999302543147,-14.5081680607546,-14.4693866692716,-14.482985485268,-14.5498155458891,-14.6721215151643,-14.8534699737325,-15.0986689247049,-15.4136830332418,-15.8055368593466,-16.282165079392,-16.8520943285422,-17.5236795259517,-18.3032648479714,-19.1908870637031,-20.1706909532699,-21.1913670783149,-22.1341691132848,-22.789805448575,-22.9201425563804,-22.4385892734592
-147,-29.0609110781454,-29.028407068183,-27.0103986988348,-24.7190856101426,-22.7622432955123,-21.1730482538258,-19.8856460196654,-18.8365959551985,-17.9774743528162,-17.2725830939335,-16.695389654496,-16.2257964104148,-15.848288176203,-15.5507285470632,-15.3236049618471,-15.1595808034712,-15.0532547914843,-15.0010534038526,-15.0011983454242,-15.0537047684964,-15.1603811540163,-15.3248195670269,-15.5523837999665,-15.8502195396625,-16.2273216924145,-16.6946957921755,-17.2656361960111,-17.9560928650586,-18.7849450980837,-19.7735389947935,-20.9424375750632,-22.2990654801437,-23.7981672297122,-25.2379830918614,-26.1183369085094,-25.8731063758426,-24.6101622361504
-146,-36.3594950112925,-31.3753479609597,-27.3034270772316,-24.5203850300124,-22.4946802172308,-20.9486478133665,-19.7334068364841,-18.7614936440403,-17.977353873974,-17.3434163768709,-16.8329431299426,-16.4260974620358,-16.1076773755118,-15.8657832389058,-15.6910509891294,-15.5762485994995,-15.5161110766594,-15.507325007587,-15.5485921372928,-15.6407168984302,-15.7866831170014,-15.991712581431,-16.2633306227364,-16.6114974834471,-17.0488975178383,-17.5915155380098,-18.2596833854954,-19.0798709000564,-20.0876453760092,-21.3323949131623,-22.8841212467041,-24.8384331545264,-27.2844695310993,-29.9989038835492,-31.244666132473,-29.3106852924378,-26.4007394114291
-145,-34.9475350906229,-29.0894779235733,-25.7296255491943,-23.4307843609837,-21.7281690009684,-20.4131044936377,-19.3736374079796,-18.5424336256624,-17.8755600213418,-17.3424967016652,-16.920928389506,-16.5938262368416,-16.3477456704977,-16.1718371059825,-16.0573163684264,-15.9972533542129,-15.9865834035118,-16.0222603321674,-16.1034741386136,-16.2318654586844,-16.4116926367837,-16.6499478430096,-16.9564707889187,-17.3441652286262,-17.829484765327,-18.4334384534434,-19.1835236688954,-20.1173427442629,-21.2895040206482,-22.7856378173707,-24.7540641284816,-27.4900524387957,-31.7253961231903,-40.0160020926145,-38.9252288740107,-30.9864285845775,-26.7373905129237
-144,-28.4577684233129,-25.7396315669249,-23.6480557922088,-22.0251178029633,-20.7439048871907,-19.7200745248322,-18.897270520733,-18.2364486875502,-17.7094290728088,-17.2950265070177,-16.9766659035525,-16.7408794189058,-16.5763679084437,-16.4734635889,-16.4239092712736,-16.4209004675026,-16.4593357360754,-16.5362012415641,-16.6509945205957,-16.8060891973363,-17.0069712148735,-17.2623386229409,-17.5841364418985,-17.987676140916,-18.4920587720598,-19.121201990421,-19.9059233284822,-20.8878801042125,-22.1269878500442,-23.715912394827,-25.8099157605125,-28.6875044558224,-32.7732433870956,-36.4852597596143,-33.0530192515261,-28.6428294754961,-25.464992802441
